smokes,weight,gave_consent,ssn
yes,79.69793835951224,True,729-28-6249
yes,58.843326507501565,True,293-71-3294
no,78.15841228991057,True,772-96-6675
yes,77.56975302645516,True,443-22-0517
no,61.53955071730159,True,569-05-0962
no,62.9130059324679,True,094-48-8970
no,60.633488857782595,True,709-60-8845
no,88.10715139659288,True,251-45-6660
no,59.07708482204632,False,617-45-3762
no,76.2879199020725,True,330-15-2501
no,65.4907627852168,True,428-87-9462
yes,74.76542784924513,True,456-06-9484
yes,87.12542401671284,True,823-57-0464
no,79.48724515826466,True,100-57-7789
no,80.61504030732027,True,434-02-9552
no,62.793499928838486,True,600-40-5471
no,61.721360301918715,True,326-73-3043
yes,60.68092015942356,True,686-80-1549
no,88.51747445762281,True,393-70-8186
no,58.555147949403654,True,619-84-4806
no,62.92838195682029,True,682-37-6651
no,62.23726910444774,True,457-34-5042
no,58.287665914134756,True,145-08-2657
no,62.57221362244682,True,466-86-4905
no,60.35519495707,True,882-07-4528
no,75.21818840040383,True,329-81-1123
no,84.49187338113164,True,171-26-5067
no,73.29439886232092,True,338-63-0803
no,57.49890649682775,True,503-03-5310
no,82.60718229321645,True,217-70-7045
no,60.23230661676066,True,484-29-8860
no,75.60311510602611,True,118-28-8513
no,82.02524431107335,True,677-46-1070
no,84.96888580657645,True,564-87-6535
no,59.43198119556366,True,564-27-2526
no,60.67479016587493,True,834-13-4917
no,60.65501766191938,True,530-13-0856
no,56.79827577829821,True,682-59-8713
no,57.5577360062376,True,255-49-5902
no,80.76570252414304,True,658-70-7478
yes,61.00094158884269,True,871-89-8955
no,78.38908246470686,True,711-75-5572
no,56.429580883072965,True,145-51-6921
no,84.13269503215095,True,260-86-4795
yes,56.728108409629634,True,610-75-6188
yes,60.46880813616489,True,182-29-6698
no,67.97889175346894,True,292-34-3435
no,82.11358302403474,True,757-18-8547
no,72.21260504058797,True,101-55-0682
no,62.99314127572966,True,420-19-1450
yes,56.1440295757456,True,671-43-5372
no,56.79845625310682,True,044-23-8396
no,59.695539535295026,True,042-20-0163
no,60.456006425654806,True,431-67-8816
no,63.44680112623456,True,502-78-8555
yes,60.851257693728165,True,582-08-0117
no,81.25853782243597,True,351-68-6431
no,80.74962189890275,True,597-49-8983
yes,90.17770686408896,True,665-88-3239
no,59.59301211160825,True,880-75-4626
no,57.82238203477327,True,864-02-7507
no,87.21363325696619,True,541-76-6408
no,67.56349797922056,True,136-86-2044
yes,71.49746327433492,True,335-26-0434
yes,71.07973846017671,True,454-25-8683
no,55.71491087919472,True,811-25-8287
no,56.62232793624585,True,579-15-0623
no,77.58871534373287,True,648-91-4996
no,85.86039095310119,True,496-21-4775
no,59.308035852555115,True,672-78-2446
no,77.60904617648713,True,244-06-6499
no,54.79127334026465,True,488-96-8099
no,57.005689917759234,True,448-37-8205
yes,83.6407718017312,True,500-50-4754
yes,58.72734887943769,True,650-85-5043
no,83.28190004851162,True,122-61-7683
no,59.88890510522294,True,257-40-9927
yes,82.83794189664825,True,489-36-4613
no,67.80399162126332,True,580-08-2460
no,59.01787828371885,True,839-76-5830
no,54.807309203689826,True,112-64-0151
no,77.66697808223513,True,038-12-8860
no,80.8388143133396,True,542-64-6819
no,80.04237337754843,True,022-16-2901
no,80.55263196924494,True,775-94-1907
no,60.816621351075014,True,248-39-1410
no,52.63352841365822,True,606-64-1482
yes,58.019260194212094,True,162-28-7577
no,57.27213123584735,True,792-27-1500
no,78.0265501569754,True,152-25-6722
no,84.18285624050428,True,184-44-1997
no,53.81825319317338,True,067-76-2117
no,82.04965518511679,True,793-26-9802
yes,63.61281605201894,True,801-27-9207
no,80.63162611984202,True,631-62-9745
yes,80.36244782534729,True,069-49-1300
no,60.15951842860871,True,454-58-0931
no,87.22465800957895,True,859-75-0166
yes,66.02353963573105,True,559-84-1366
no,59.08693023823405,True,083-19-8609
no,84.76400148439907,True,082-43-2114
no,85.99636132211357,True,284-42-2156
no,61.39265318913787,True,650-70-7238
no,60.024389181586166,True,671-04-8944
no,58.76518288806477,True,259-39-1947
yes,61.20845537071827,True,051-29-8431
no,82.06824281311934,True,205-66-5937
yes,58.89015441996381,True,025-62-9700
no,60.6134635020229,True,113-40-9760
no,81.27115070472938,True,571-59-7068
yes,89.26731776502541,True,294-77-7614
no,64.15905794852165,True,399-59-1125
yes,63.87084435022322,True,695-24-5481
no,51.46095006325706,True,828-87-1954
yes,79.49356863987813,False,344-17-0565
no,79.08043579998908,True,536-09-2698
yes,75.15147487477427,True,363-66-4798
no,64.06715192954229,True,177-90-3464
no,82.81292632623746,True,287-46-9509
yes,78.11624415604122,True,343-14-5952
yes,52.487220760353104,False,472-69-6850
no,55.604805556021844,True,180-72-1873
no,81.34391146539937,True,458-08-9537
yes,81.41965101220849,True,548-81-6419
no,60.46076781212704,True,693-73-4301
no,68.54817708824305,True,379-11-7593
no,78.01360494442304,True,364-06-1130
yes,62.821203302846186,False,836-48-2281
no,62.31664127403657,True,175-46-4216
yes,81.1563368641675,True,867-16-0104
no,56.55134209195049,True,423-93-9250
no,61.215032423174954,True,370-26-6551
yes,81.19227783946496,True,711-92-1409
no,65.25386963358046,True,738-62-4437
no,58.430831389601074,True,174-20-7046
yes,65.45352308658285,True,037-23-1093
no,62.04848631026279,True,590-81-5748
no,76.49950317635249,True,287-93-6929
yes,68.53043347029003,True,494-90-2610
no,63.9155293697151,True,753-90-5119
no,69.61664235688096,True,125-96-7808
no,60.21015365751987,True,112-06-8890
no,79.93348449399161,True,080-63-8455
no,87.86685008351222,True,624-37-1180
no,62.26685984629502,True,183-48-1017
no,82.68973814044008,True,274-70-4896
no,81.24754345058732,True,634-97-8759
no,84.16514030099933,True,637-42-4056
no,81.61471692750355,True,626-86-9107
yes,81.32700988736444,True,655-45-0805
yes,81.58008344191853,True,698-74-3897
no,76.55160588691899,True,705-65-6434
no,59.06620425473217,True,012-64-0940
no,83.04641183614734,True,228-82-1785
no,88.82087476100035,True,437-49-6829
no,89.76620026916163,True,378-05-7299
no,91.0441127807184,True,863-66-1174
no,58.839715374623594,True,751-12-3161
no,80.31250384683993,True,506-97-8223
no,77.57845197638164,True,502-22-5941
no,60.673969502858526,True,056-40-0011
yes,62.850625546415614,True,541-69-2283
no,49.5100852336345,True,669-15-3832
no,71.03247343832068,True,454-26-5043
no,55.31343535806364,True,070-21-3428
no,76.51307748946658,True,694-27-2747
no,58.93076582082008,True,435-77-2940
no,59.285217363719184,True,036-41-3404
no,60.863427269776984,True,300-70-9045
yes,63.281697461515726,True,889-46-7908
no,58.86521566522768,True,300-59-9083
no,64.15624219306704,True,642-45-9729
no,57.557410397784466,True,015-59-9272
no,61.29414867709275,True,219-98-2022
no,62.31762379184357,True,607-74-6560
no,73.9755336873165,True,833-81-3587
no,62.458136349792255,True,319-22-3632
no,60.456209752872276,True,428-92-0039
yes,63.13468156057741,True,565-96-7899
yes,61.207057356631154,True,346-59-7936
no,56.07031102106502,True,149-37-7191
no,81.33803639857337,True,733-38-9737
no,86.30069413970828,True,525-52-6625
no,80.12025296947658,True,361-66-4056
no,68.52138362118734,True,029-76-8053
no,59.32146196519152,True,746-15-6407
no,59.72819093884693,True,351-86-5614
no,87.73805985412653,True,415-57-3612
no,61.69009112745232,True,737-26-0801
no,78.14370886136383,True,384-35-0619
no,80.57017922548154,True,203-66-2672
no,60.97762044975264,True,824-30-3287
no,86.34491830765081,True,455-92-1402
no,60.18884149836374,True,860-93-8415
no,82.30784073916993,True,044-47-7836
no,62.131957809132494,True,007-58-2986
no,54.636236338303604,True,584-68-2692
yes,72.44689859515341,False,786-30-5416
yes,59.60841116411566,True,680-19-6516
yes,68.35582935912218,True,049-68-5756
no,62.1268839471749,True,808-27-3900
no,80.29324739840764,True,222-07-3035
no,76.29262919392201,True,482-30-3755
no,61.71765543303803,True,542-33-9450
no,59.33570104919817,True,600-21-1009
no,61.57395687578167,True,395-17-5066
yes,58.50792382803189,True,216-78-8317
no,80.74113299212033,True,368-02-4813
yes,60.45310433321651,True,402-36-1264
yes,60.223552914113746,True,107-08-6176
no,63.41426572182227,True,769-50-1500
no,61.48564223502772,True,351-46-6910
yes,83.48221147415174,True,438-77-4706
no,80.25741661134194,True,411-02-3583
yes,58.45332434903713,True,781-51-7327
no,59.62646030643971,True,697-85-2875
no,81.69455093676358,True,799-85-8031
no,57.66120033783016,True,664-42-0347
no,55.98555899489261,True,398-98-6985
yes,81.79889852040641,True,359-83-6832
no,83.94169609416332,True,225-03-9279
yes,78.35364662844061,True,720-54-3541
no,75.3753010526155,True,316-66-7186
no,58.77469896601659,True,207-32-7973
yes,60.439598955975384,True,643-79-5307
no,62.21749875964221,True,573-41-9285
no,75.18246084355343,True,464-70-4345
no,56.62086177716103,True,411-92-6401
no,57.35575111865145,True,087-43-7305
no,63.95908226805075,True,731-85-5914
no,60.41792941003965,True,622-12-2031
no,60.517040880844135,True,367-92-5939
no,58.65577305742738,True,538-75-8756
no,61.587333668747526,True,318-79-9053
no,58.23629335510607,True,286-47-9319
no,60.67005311647605,True,875-44-7092
no,60.92533345174648,True,380-50-1504
no,81.18675529099744,True,444-86-1756
no,63.34373311716334,True,773-77-9595
yes,62.044399313703224,True,210-40-2306
yes,88.24509322869297,True,589-30-5256
no,59.48246200699939,True,800-43-4303
no,59.329679225919136,True,736-64-5577
no,54.951541446377405,True,048-43-9992
no,76.79601647874927,True,815-12-7129
no,83.12497169062495,True,244-23-9432
yes,86.02763305103363,True,272-15-0317
no,84.02742389814875,True,319-48-4124
no,83.42795056446205,True,345-20-1022
no,55.25496712334576,True,838-59-4933
no,59.15328121579933,True,883-23-7684
no,82.14653479167589,True,117-09-3056
no,80.23420560143457,True,519-55-1803
yes,82.26421838207888,True,269-19-4747
no,61.586606635872684,True,026-83-2747
yes,82.52157415945321,True,212-86-7083
no,61.65994445258432,True,281-63-5991
no,58.437799415899974,True,225-57-1693
yes,78.63539488376769,True,176-63-6857
no,63.42033218581961,True,312-66-5180
no,55.81949043808882,True,096-17-8395
no,60.97728613644391,True,737-10-2546
no,55.23213245909399,True,024-26-4023
no,83.18008712654809,True,302-47-9718
no,73.2381507764959,True,059-63-2201
no,80.73909099295453,True,482-97-4100
yes,76.4294330862527,True,354-44-9408
no,56.04684961846812,True,610-21-9016
no,83.35173485741964,True,392-03-0895
no,83.92336252099044,True,069-08-4757
no,72.87858255606781,True,778-09-1550
no,57.292399919195326,False,760-68-5238
no,58.1249097717255,True,862-68-5206
no,63.73041851523057,True,051-14-5382
no,68.70232602192466,True,022-97-8511
no,60.35196076980207,True,042-61-9374
no,61.91221806937044,True,142-13-9577
no,55.62861489430697,True,589-55-7903
yes,80.7226792266821,True,126-90-9591
yes,79.00079741744439,True,012-24-5743
no,73.5631651549514,True,495-93-1670
yes,65.69759549338418,True,375-66-3740
yes,61.66468801787386,False,209-55-2566
yes,72.01144940415499,True,491-11-6169
no,62.00102000214596,True,237-01-7219
yes,61.01180570977661,True,001-48-6157
no,84.24538420648045,True,357-33-3015
yes,56.77258844421048,True,494-94-0652
no,75.19957821054166,True,273-45-3310
no,88.27456097118127,True,625-92-4297
no,57.07646356561523,False,178-65-1373
no,62.41758111480091,True,845-14-8031
no,63.80712222297508,True,414-18-2969
no,59.062635388147996,True,295-57-6120
no,79.84314904748801,True,844-03-7336
no,60.752814155893766,True,785-63-6195
no,60.75144242365334,True,836-07-4351
no,81.72508867550596,True,253-76-6441
yes,61.79918091471664,True,028-81-4514
no,81.41106618933023,True,776-04-2942
yes,60.886948031200475,True,700-97-6642
no,60.86882165919194,True,010-23-5493
no,55.8179486752656,True,674-52-5950
no,60.99622961445343,False,317-17-9928
no,58.484015506964674,True,523-21-5764
yes,55.6966975980763,True,014-41-5901
no,59.65223381822439,True,556-72-5474
no,63.855660180942884,True,526-44-6424
no,62.29423601035407,True,002-82-3480
no,63.7805112062852,True,472-32-3151
yes,77.98136204368984,True,873-87-4344
yes,57.919248871556974,True,516-48-0846
yes,81.55448103318156,True,759-99-1752
no,82.44097101824119,True,534-09-2853
no,64.05496393425302,True,824-81-8608
yes,75.20697357234476,True,577-77-2093
no,62.06350196179866,True,349-45-3563
no,85.02011387966071,True,022-82-3396
no,62.4229094040359,True,160-52-9025
no,75.3580616176302,True,783-64-3788
no,59.24819931118932,True,225-68-6175
yes,64.57036445905514,True,623-73-6328
no,59.49993956173931,True,860-93-4533
no,80.51878454700194,True,255-97-4021
no,61.91555589461902,True,237-10-0774
no,58.809933151514535,True,620-26-5908
no,60.862330932565406,False,268-73-7199
no,78.1897627103405,True,521-45-2304
no,62.80099880685679,True,877-53-2224
yes,57.306110408993405,True,157-03-7135
no,58.939697154198576,True,870-23-3666
no,57.82041193989722,True,123-80-9944
yes,62.7540668746668,True,248-29-7325
no,52.519678676761906,True,453-53-4162
yes,89.72799752761831,True,745-56-9078
no,58.51328795622406,True,833-36-2445
no,56.027154210652135,True,086-04-5080
no,62.30171667725851,True,691-95-8123
no,63.77938885743868,True,087-83-2645
no,79.5572424869895,True,558-12-8753
yes,64.84993278024126,True,060-10-5663
yes,57.926593109502086,True,131-57-7964
no,57.047588766275496,True,381-29-6320
yes,78.53583943100112,True,500-12-1753
yes,83.26290876729131,True,755-91-2621
yes,81.45861973002197,True,326-45-0664
no,60.143188828167624,True,740-86-3403
yes,80.60718175679668,True,200-49-4588
no,82.00471215738169,True,568-40-4980
yes,58.21223517455828,True,612-18-8777
yes,70.3253364906121,True,357-29-4718
yes,62.46259008651475,True,582-93-1847
no,63.353241336982805,True,181-82-3813
no,73.57101725654157,True,844-04-2702
no,53.90954250958781,True,278-01-8656
no,58.07622025030308,True,177-29-9272
no,82.45002088829209,True,362-86-2128
no,81.19061251890918,True,628-88-7620
yes,57.22358773635929,True,632-78-6571
no,61.69847929530155,True,386-42-9584
no,56.64320927626503,True,316-53-7813
no,80.26380295024359,True,735-88-8828
no,75.06764354188287,True,633-72-5017
no,81.21779306521162,True,726-15-4717
no,61.72621820330199,True,407-52-3261
no,72.74397251179849,True,374-52-2934
no,60.99820454847821,True,012-99-2932
no,80.9214326388013,True,370-05-4053
no,75.65546511984526,True,650-16-3393
yes,78.75091204547381,True,388-93-5390
yes,59.7443202258708,True,467-60-4080
no,61.82786336373462,True,631-63-4208
no,70.45087631648563,True,577-09-6493
no,79.28488896407299,True,094-40-0906
yes,78.94928846871768,True,488-66-1051
yes,64.76630550365526,True,511-75-6852
no,59.48503157084057,True,100-97-8821
no,82.0017902878096,True,397-55-8363
no,85.57557311250586,True,731-77-3537
no,80.77544239691292,True,339-62-5049
no,68.41245114411274,True,149-14-1231
no,71.73328482242017,True,711-52-3594
yes,59.384900392681196,True,086-69-6829
no,56.1536369370181,True,243-49-5203
no,57.5294269869527,True,399-63-1568
no,69.97298604314483,True,454-62-0557
no,76.13762486955002,True,043-18-8087
no,80.55245554392859,True,434-47-3653
yes,60.997807181832634,True,126-59-9697
no,82.42889579190505,True,317-48-2347
no,82.64219248239958,True,009-06-4447
yes,92.23745989726233,True,310-28-2324
no,61.77995498739829,False,481-24-8413
no,59.491964377994265,True,389-66-2735
no,63.17091567839588,True,507-10-3871
no,83.118685939824,True,831-08-3043
yes,71.60076084447597,True,541-14-6960
no,74.20704523927404,True,283-01-8928
yes,84.58188092719918,True,538-15-0007
no,70.74946958202815,True,829-91-6516
yes,68.12676711268523,True,519-27-8530
no,84.14592993726599,True,573-53-9502
no,66.62144530194217,True,747-57-4376
no,81.62957770274966,True,512-69-4574
no,60.40177179066154,True,337-88-9040
yes,78.9120619208065,True,832-05-5096
no,58.37508752668763,True,178-89-2594
yes,76.45008990195407,True,823-22-1711
no,73.17215975406461,True,897-01-9860
no,80.52941193902853,True,817-93-3192
no,62.37328830032443,True,764-56-4207
no,59.61414677602682,True,625-96-4826
no,54.254759384655976,True,531-18-5922
no,82.86155071121597,True,321-27-0977
yes,84.44510184671815,True,386-25-1180
no,56.714872817202334,True,211-55-2001
no,76.97105014798242,True,137-60-4657
no,82.39351559725272,True,863-74-3506
yes,57.07854652660124,True,474-93-8123
no,79.46562858365799,True,381-29-0915
yes,73.15791443099988,True,773-93-7840
no,77.90653721470525,True,410-97-4475
no,56.47780550400487,True,806-65-2442
yes,76.39743649545471,True,780-68-1267
yes,59.16567670646768,True,076-05-0610
no,60.35388496155939,True,618-88-0447
no,84.72640585579076,True,647-46-7136
yes,73.6271166120349,True,754-27-7941
no,83.42050206835684,True,494-43-6351
no,70.96738221443321,True,474-11-2993
no,77.44526129472048,True,792-82-5939
yes,58.05997685482085,True,422-04-2300
no,63.34802003437454,True,773-55-9845
yes,83.61983884115615,True,361-78-7879
yes,60.848538188435526,True,340-91-2773
yes,78.05936201497177,True,492-55-7321
yes,64.77364693997967,True,477-47-7671
no,80.75609817264923,True,628-73-0413
yes,83.61191108976057,True,829-54-3707
no,58.81284375592215,True,234-74-1584
no,75.6641173586342,True,411-80-1428
no,79.23190791568521,True,496-66-5058
yes,60.48079059538044,True,475-12-2275
no,77.91943265585238,True,624-59-2242
no,82.60611313075736,True,367-36-1505
no,77.64286933422177,True,197-52-3064
no,59.3377269846334,True,413-88-8472
no,59.938857560172295,True,352-57-0173
yes,61.285715159478364,True,096-82-1709
no,76.39534853982565,True,193-02-4597
no,60.207262903622414,True,462-62-3998
yes,77.79657671697085,True,032-02-4351
yes,86.23727726775331,True,004-87-4453
no,59.26601335847047,True,454-54-3738
no,74.93202491968613,True,710-47-4323
yes,73.65478061944583,True,158-25-0627
no,60.86960170089428,True,257-90-0007
no,76.88945998601152,True,633-47-2588
no,59.90534701918377,True,385-96-4058
yes,63.79425103109779,True,459-26-7045
no,61.88848222341597,True,475-98-6133
no,84.09569275517296,True,495-64-8584
yes,80.8934236692033,True,560-47-6813
no,83.63166853126805,True,342-45-4596
yes,88.31851993138989,True,295-33-7759
no,82.03862982298449,True,693-52-0031
no,62.813890718929926,True,313-40-1323
yes,76.73333692877219,True,389-92-6321
no,85.1822549504244,True,586-29-9552
no,77.36444197688981,True,782-72-3717
yes,61.08535307813378,True,577-40-5148
no,85.8331076129364,True,609-48-6124
yes,75.11863006547607,True,694-02-1855
no,74.18746658871098,True,251-83-8342
no,59.167321296340006,True,253-90-5610
no,63.81008581778779,True,068-77-8236
no,79.38998328575977,True,533-10-1207
no,78.17193923194637,True,320-09-8281
yes,55.484285426558394,True,072-11-3545
yes,85.43154770470616,True,195-12-4627
no,73.67799764551651,True,302-30-9384
no,81.08719223970355,True,417-79-1009
no,56.38086638479485,True,631-07-0312
no,86.02943512067951,True,389-38-6179
no,87.90979715612224,False,860-78-9224
no,62.43844407582768,True,415-23-8747
no,70.66540117032864,True,174-52-7860
no,52.18270489758578,True,100-55-7954
no,74.1635437205012,True,881-47-3322
no,76.90958721685509,True,235-34-1942
no,82.9169532572166,True,872-28-4718
yes,55.66223372245194,True,617-92-5875
no,80.96378543049076,True,649-37-8038
yes,73.34064255960091,True,879-24-1302
no,80.41075697751744,True,737-38-7837
no,54.74703110442121,True,454-37-3006
yes,60.16853457645432,True,271-86-3500
no,68.90995176667684,True,614-39-6942
no,61.387860329037245,True,660-47-7450
no,74.08046022551937,True,316-15-1692
no,90.78329682237575,True,676-79-2519
no,90.76425811876892,True,099-54-6791
no,78.54019744379227,False,086-46-1530
no,62.66436313584338,True,696-71-6592
no,59.59836237368072,True,080-36-9039
no,59.342112444406716,True,720-74-8130
yes,58.74784951756182,True,659-26-9563
no,78.38148157318071,True,484-54-7306
no,80.7784078313043,True,443-49-9494
yes,56.98376853701714,True,101-46-8971
no,85.95861433352336,True,812-78-2535
no,87.16897035230072,True,224-10-5039
no,76.94543525615845,True,551-11-9032
no,59.501650361538864,True,694-25-6441
yes,82.24165839770207,True,770-58-1300
yes,58.484615804758754,True,075-08-8292
no,89.22882659582991,True,676-05-8044
yes,53.40133719541744,True,518-72-2057
no,61.698276446488485,True,733-62-1757
yes,60.431110020503894,True,588-43-2898
no,64.47187529759024,True,831-34-1737
no,60.19586245779123,True,109-53-3416
no,60.145680905600294,True,370-66-6148
no,59.441082811499534,True,771-53-7718
yes,89.96595941226191,True,833-34-5465
no,81.02286950155519,True,405-98-8125
yes,57.42285231142291,True,134-36-9266
no,59.321019495622124,True,754-72-5460
no,79.68365776883545,True,899-16-3504
no,59.37011250674114,True,031-89-8248
no,60.33341434202091,True,157-15-8796
no,76.70915572560924,True,456-24-8116
yes,62.29060366947139,True,693-30-4030
no,75.39775499663084,True,870-67-2371
no,80.83676076576536,True,865-79-8898
no,80.02085358073012,True,029-07-1193
no,60.272960656375034,True,738-39-9586
no,75.97366914145138,True,323-19-6595
no,59.79090373029267,True,110-60-0906
yes,75.6204095375492,False,624-76-6354
no,77.04214818694282,True,022-48-1510
yes,77.32348436948385,True,879-90-2002
no,83.03947911025313,True,359-17-2885
no,53.812238992054475,True,188-15-3910
no,79.48068223894545,True,332-02-2701
yes,80.04397859430453,True,206-51-3210
no,59.63022998224559,True,352-96-1815
no,78.48086696333114,True,730-24-3908
no,79.39376224240443,True,274-73-8280
no,83.09715855552123,True,042-04-4267
no,80.55466163489588,True,715-91-8874
yes,70.29451764996793,True,101-66-7253
no,58.54334315645744,True,231-62-6787
no,61.60356290470586,False,723-86-6060
no,65.37920431042504,True,252-42-1012
no,82.90806839381912,True,520-18-4766
yes,80.33194075059654,True,131-11-6786
yes,85.34792388030442,True,063-32-0990
no,85.31341528660873,True,614-54-5340
no,61.42786647802236,True,381-91-2749
no,63.35059289352579,True,329-70-0452
no,59.68929258015857,True,682-50-2528
no,57.06426593537759,True,213-52-8547
no,81.8528656261839,True,518-41-0851
no,81.40908543195162,True,833-37-5117
no,83.22099350860803,True,815-19-2905
no,56.97073505028375,True,226-47-1142
yes,55.15277373985591,True,364-11-7349
no,56.766746042214734,True,211-75-5792
yes,61.26429383642717,True,274-09-2762
no,82.2087484467275,True,831-59-5354
no,61.60575888583529,True,534-19-3457
yes,53.29961155602062,True,778-11-6999
no,84.46130654127774,True,889-97-7182
no,58.48700980852324,True,797-33-3038
no,87.13998193899467,True,872-17-4705
yes,58.939193526573405,True,309-51-5581
no,59.704099758597756,True,184-82-9173
no,62.534125511969215,True,580-94-8585
no,55.55948124290509,True,014-46-0810
no,78.94993769399672,True,161-21-6013
yes,63.6688502397727,True,419-76-8960
no,57.28550488780205,True,684-81-5914
no,78.17182734754098,True,021-84-1887
no,77.94781768980421,True,502-28-4900
no,63.67570682582415,True,007-86-8111
yes,60.7628792511757,True,125-76-9802
no,62.6026095178977,True,616-19-8157
no,76.2851117380623,True,527-34-7544
yes,70.09136696709879,True,884-41-3012
no,77.39539466212273,True,230-13-4890
yes,63.04560074442084,True,723-12-3584
yes,56.194568198912705,True,078-06-7580
no,60.170282672127584,True,676-31-1758
yes,59.66585667395671,True,249-13-5194
no,60.45118991231186,True,303-98-1826
no,61.97167769807058,True,773-68-7075
yes,60.664164766545056,True,137-35-4568
no,61.253329998962954,True,394-28-5457
no,60.98933226390026,True,225-85-5947
no,61.59550115220311,True,350-72-2997
no,82.16765794678815,True,076-67-5016
no,70.33304213907277,True,157-98-7260
yes,61.244068341295105,True,431-18-0766
no,76.32177279099571,True,382-59-0581
no,81.83884615108799,True,667-44-8836
no,57.95024541940499,True,208-41-3863
yes,63.44266392978315,True,021-82-2408
no,71.72893574723899,True,094-35-8546
yes,86.93437967400982,True,190-61-1014
no,79.48729646828637,True,590-03-5110
no,60.07494119192848,True,434-36-4868
no,72.43709218774981,True,130-63-8453
no,70.14402372635516,True,879-36-0015
no,62.03478685847591,True,742-57-1418
no,78.77750981564311,True,698-21-0528
yes,86.44267497574354,True,486-33-3570
yes,73.52464315514538,True,498-69-7779
no,61.81822036537564,True,669-80-2177
no,77.29183860050706,True,238-88-4762
no,58.667093774503094,True,698-07-3977
no,80.81683400735501,True,630-45-0174
no,62.912993548906115,True,786-45-0962
no,77.48224465205853,True,621-87-9081
no,63.5908510849299,True,337-99-9585
no,61.75618277353955,True,296-77-1506
yes,62.353633407198735,True,543-14-7307
no,57.49479046821151,True,301-15-5839
no,60.686848865848596,True,679-39-5459
no,61.299377960254624,True,077-98-5642
yes,65.39044979194767,True,630-85-2629
no,88.71104666353595,True,209-16-5679
no,60.39123330560498,True,201-77-2275
no,80.41416069725364,True,761-32-0553
no,61.66063492519971,True,535-65-4961
no,75.92602623780526,True,742-87-0551
no,76.52613265749265,True,872-21-7258
no,58.35469873393599,True,667-50-9164
no,57.38430930432802,True,647-87-1533
no,88.53216635159318,True,824-09-2723
no,57.40931308190872,True,656-95-7219
yes,52.31035150306828,True,538-09-1511
no,74.8715225923173,True,521-20-3338
no,58.6474346554136,True,116-44-7525
no,84.02061414488765,True,635-75-3233
yes,58.56157569800064,True,560-31-4992
no,72.89134440133449,True,204-90-8227
no,89.8333027456683,True,456-70-4920
no,87.14869616463552,False,237-85-0062
no,82.53182947814987,True,103-17-0661
yes,59.32436355372071,True,357-69-0798
yes,59.91057553897712,True,499-12-6454
no,64.73179483738218,True,631-45-4378
no,73.52502034065097,True,627-09-3391
yes,83.84266334433292,True,173-31-8576
yes,86.73274537330666,True,702-39-1687
yes,78.08412272966758,True,237-80-8024
no,56.14259234641484,True,147-66-1700
no,79.73492273442957,True,437-52-9299
no,73.54032019138671,True,148-36-4055
yes,63.91673179288109,True,019-52-4554
yes,81.88983960385531,True,038-74-8126
yes,60.332473179808,True,505-20-5903
no,76.48045235196673,True,079-32-0558
no,56.71720591539841,True,596-72-5414
no,62.3584396069995,True,396-65-2046
no,60.69799710694981,True,133-14-1905
no,61.129286737844254,True,293-68-0071
no,60.802640504244536,True,004-07-6244
yes,58.72426407917164,True,303-45-6064
no,76.82682991201378,True,245-90-2232
no,70.69297886228858,True,478-60-2959
no,80.81681468758224,True,112-60-5542
no,59.92329336198686,True,640-54-6129
no,67.2018996322557,True,225-22-2837
yes,57.18057354703018,True,569-79-8072
no,59.58901210309184,True,175-99-9994
no,77.02867215992663,True,407-13-5426
no,84.10058279398848,True,184-33-3374
no,56.547068623509524,True,553-76-0307
no,77.8933067629324,False,188-12-9799
no,57.68769077138833,True,852-02-2826
no,85.87772997731207,True,190-69-8245
no,83.0578027179767,True,493-85-8703
no,57.53200154275795,True,342-03-4131
no,80.86760451437634,True,531-78-4320
no,79.31230552142657,True,789-38-6957
no,84.48969387721843,True,222-83-7899
no,58.07820253425513,True,259-49-6855
no,66.32605545485679,True,324-90-2351
no,67.95790313311487,True,647-57-1897
yes,59.04307537453501,True,207-68-4335
no,79.67077565790927,True,665-03-1563
no,86.30570114881654,True,132-94-0495
yes,83.90816640743738,True,648-43-9995
no,59.261700860566016,True,032-06-2914
yes,82.24456161985428,True,863-63-3054
no,57.19376061908389,True,187-44-1694
no,61.76098970735294,True,305-07-9084
yes,58.75023773620705,True,862-59-5754
yes,62.31540653705314,False,618-30-6910
no,86.34605328259298,True,320-43-0819
yes,59.54884296851569,True,670-33-2445
no,59.023222667232226,True,047-55-2706
yes,86.90914632677818,True,732-31-6996
no,72.68700507008357,True,481-91-6495
no,77.73936198230582,True,642-45-7201
no,56.244918264870726,True,811-56-7319
no,85.28874483669253,True,175-85-9830
no,59.48837042632895,True,169-48-9495
no,77.3593881419634,True,260-47-6913
no,60.56877943957298,True,607-17-8343
no,83.62455601723615,True,030-23-7110
no,59.672041025897656,True,835-21-9732
no,91.64537374657998,True,421-82-0800
no,60.84769831224258,True,098-15-3413
no,82.09580547197254,False,711-99-4985
no,60.91883486551624,True,169-95-1394
no,77.27206809210868,True,588-09-4810
no,83.22042024812053,True,791-57-6708
yes,87.07514531981256,True,037-22-9630
yes,63.41780832810598,True,867-09-2188
no,61.58078875648967,True,884-37-2998
no,80.65496531049271,True,718-67-9480
no,57.975347299452935,True,612-14-8160
no,63.65425245133826,True,891-06-8113
